Group ID,Filename,Folder,Size (KB),Dimensions,Match %
27,v01_c0101a0019_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0019\texture,13,128 x 128,99

27,v01_c0101a0019_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0019\texture,13,128 x 128,99

28,v01_c0101a0020_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0020\texture,10,128 x 128,99

28,v01_c0101a0020_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0020\texture,10,128 x 128,99

29,v01_c0101a0021_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0021\texture,13,128 x 128,99

29,v01_c0101a0021_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0021\texture,13,128 x 128,99

30,v01_c0101a0022_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0022\texture,18,128 x 128,99

30,v01_c0101a0022_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0022\texture,18,128 x 128,99

31,v01_c0101a0022_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0022\texture,27,128 x 256,99

31,v01_c0101a0022_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0022\texture,27,128 x 256,99

32,v01_c0101a0022_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0022\texture,13,128 x 128,99

32,v01_c0101a0022_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0022\texture,13,128 x 128,99

33,v01_c0101a0022_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0022\texture,21,128 x 256,99

33,v01_c0101a0022_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0022\texture,21,128 x 256,99

34,v01_c0101a0023_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0023\texture,19,128 x 128,99

34,v01_c0101a0023_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0023\texture,18,128 x 128,99

35,v01_c0101a0024_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0024\texture,23,128 x 256,99

35,v01_c0101a0024_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0024\texture,23,128 x 256,99

36,v01_c0101a0025_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0025\texture,14,128 x 128,99

36,v01_c0101a0025_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0025\texture,14,128 x 128,99

37,v01_c0101a0026_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0026\texture,15,128 x 128,99

37,v01_c0101a0026_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0026\texture,15,128 x 128,99

38,v01_c0101a0026_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0026\texture,25,128 x 256,99

38,v01_c0101a0026_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0026\texture,25,128 x 256,99

39,v01_c0101a0027_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0027\texture,32,128 x 256,99

39,v01_c0101a0027_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0027\texture,32,128 x 256,99

40,v01_c0101a0028_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0028\texture,15,128 x 128,99

40,v01_c0101a0028_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0028\texture,15,128 x 128,99

41,v01_c0101a0033_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0033\texture,17,128 x 128,99

41,v01_c0101a0033_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0033\texture,17,128 x 128,99

42,v01_c0101a0033_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0033\texture,37,256 x 128,99

42,v01_c0101a0033_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0033\texture,37,256 x 128,99

43,v01_c0101a0033_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0033\texture,16,128 x 128,99

43,v01_c0101a0033_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0033\texture,16,128 x 128,99

44,v01_c0101a0033_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0033\texture,40,256 x 128,99

44,v01_c0101a0033_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0033\texture,40,256 x 128,99

45,v01_c0101a0034_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0034\texture,16,128 x 128,99

45,v01_c0101a0034_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0034\texture,16,128 x 128,99

46,v01_c0101a0035_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0035\texture,11,128 x 128,99

46,v01_c0101a0035_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0035\texture,11,128 x 128,99

47,v01_c0101a0036_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0036\texture,17,128 x 128,99

47,v01_c0101a0036_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0036\texture,17,128 x 128,99

48,v01_c0101a0037_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0037\texture,28,128 x 256,99

48,v01_c0101a0037_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0037\texture,28,128 x 256,99

49,v01_c0101a0038_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0038\texture,22,128 x 256,99

49,v01_c0101a0038_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0038\texture,22,128 x 256,99

50,v01_c0101a0039_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0039\texture,3,128 x 128,99

50,v01_c0101a0039_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0039\texture,3,128 x 128,99

51,v01_c0101a0040_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0040\texture,44,128 x 256,99

51,v01_c0101a0040_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0040\texture,44,128 x 256,99

52,v01_c0101a0041_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0041\texture,30,256 x 128,99

52,v01_c0101a0041_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0041\texture,29,256 x 128,99

53,v01_c0101a0042_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0042\texture,12,128 x 128,99

53,v01_c0101a0042_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0042\texture,12,128 x 128,99

54,v01_c0101a0043_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0043\texture,16,128 x 128,99

54,v01_c0101a0043_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0043\texture,16,128 x 128,99

55,v01_c0101a0043_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0043\texture,22,128 x 256,99

55,v01_c0101a0043_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0043\texture,22,128 x 256,99

56,v01_c0101a0043_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0043\texture,10,128 x 128,99

56,v01_c0101a0043_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0043\texture,10,128 x 128,99

57,v01_c0101a0043_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0043\texture,19,128 x 256,99

57,v01_c0101a0043_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0043\texture,19,128 x 256,99

58,v01_c0101a0046_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0046\texture,12,128 x 128,99

58,v01_c0101a0046_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0046\texture,14,128 x 128,99

59,v01_c0101a0047_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0047\texture,12,128 x 128,99

59,v01_c0101a0047_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0047\texture,12,128 x 128,99

60,v01_c0101a0048_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0048\texture,17,128 x 128,99

60,v01_c0101a0048_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0048\texture,16,128 x 128,99

61,v01_c0101a0049_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0049\texture,35,256 x 256,99

61,v01_c0101a0049_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0049\texture,34,256 x 256,99

62,v01_c0101a0050_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0050\texture,11,128 x 128,99

62,v01_c0101a0050_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0050\texture,10,128 x 128,99

63,v01_c0101a0051_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0051\texture,13,128 x 128,99

63,v01_c0101a0051_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0051\texture,13,128 x 128,99

64,v01_c0101a0052_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0052\texture,11,128 x 128,99

64,v01_c0101a0052_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0052\texture,11,128 x 128,99

65,v01_c0101a0054_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0054\texture,15,128 x 128,99

65,v01_c0101a0054_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0054\texture,15,128 x 128,99

66,v01_c0101a0054_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0054\texture,29,128 x 256,99

66,v05_c0101a0054_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0054\texture,31,128 x 256,99

66,v01_c0101a0054_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0054\texture,29,128 x 256,99

67,v01_c0101a0055_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0055\texture,16,128 x 128,99

67,v01_c0101a0055_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0055\texture,16,128 x 128,99

68,v01_c0101a0055_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0055\texture,32,128 x 256,99

68,v01_c0101a0055_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0055\texture,31,128 x 256,99

69,v01_c0101a0055_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0055\texture,15,128 x 128,99

69,v01_c0101a0055_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0055\texture,15,128 x 128,99

70,v01_c0101a0057_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0057\texture,16,128 x 128,99

70,v01_c0101a0057_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0057\texture,16,128 x 128,99

71,v01_c0101a0057_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0057\texture,31,128 x 256,99

71,v01_c0101a0057_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0057\texture,31,128 x 256,99

72,v01_c0101a0057_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0057\texture,19,128 x 128,99

72,v01_c0101a0057_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0057\texture,19,128 x 128,99

73,v01_c0101a0057_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0057\texture,32,128 x 256,99

73,v01_c0101a0057_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0057\texture,32,128 x 256,99

74,v01_c0101a0059_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0059\texture,18,128 x 128,99

74,v01_c0101a0059_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0059\texture,18,128 x 128,99

75,v01_c0101a0059_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0059\texture,33,128 x 256,99

75,v01_c0101a0059_nek_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0059\texture,33,128 x 256,99

76,v01_c0101a0059_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0059\texture,17,128 x 128,99

76,v01_c0101a0059_rir_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0059\texture,16,128 x 128,99

77,v01_c0101a0059_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0059\texture,32,128 x 256,99

77,v01_c0101a0059_wrs_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\7-0_n_RGB\accessory\a0059\texture,31,128 x 256,99

78,v01_c0101a0060_ear_n.png,C:\Users\kartoffels\PycharmProjects\kartoffels-terrible-image-tools\6-3_n_RGB\chara\accessory\a0060\texture,15,128 x 128,99

